ID,Coding_Frame_ID,Index_Number,Coding_Set_ID,Argument_Type,Microrole_IDs
4867985804-3,4867985804,3,4867990112,X,giving-recipient;bringing-recipient;showing-addressee
4868002621-1,4868002621,1,6996428779,A,beater;namer;breaker;coverer;cutter;filler;killer;hitter;toucher
4868002621-2,4868002621,2,4867889953,P,beatee;namee;broken-thing;covered-thing;cut-thing;filled-container;killee;hittee;touchee
4868002621-3,4868002621,3,4868010847,I,beating-instrument;name;breaking-instrument;cover;cutting-instrument;filling-material;killing-instrument;hitting-instrument;touching-instrument
4868060585-1,4868060585,1,6996428779,A,climber;follower;frightener;helper;knower;meeter;seeer;singer;washer;searcher;shaver-of-body-part;dresser;blinker;hugger;smeller;thinker;eater;liker;peeler;rememberer;marrying-person;hunter;builder
4868060585-2,4868060585,2,4867889953,P,climbing-goal;followee;frightenee;helpee;known-thing-or-person;met-person;seen-entity;washed-entity;searched-for-thing;shaved-body-part;dressee;huggee;smelled-entity;thought-content;eaten-food;liked-entity;peeled-object;remembered-thing;song;married-person;hunted-thing;built-thing;clothes;eye
4868175860-1,4868175860,1,6996428779,A,carrier;pourer;putter;tier;thrower;loader;sender
4868175860-2,4868175860,2,4867889953,P,carried-thing;poured-substance;put-thing;tied-thing;thrown-thing;loaded-thing;sent-thing
4868175860-3,4868175860,3,4868174570,L,carrying-goal;pouring-goal;putting-goal;tying-goal;throwing-goal;loading-place;sending-recipient
4868320170-1,4868320170,1,6996428779,S,fearer
4868320170-2,4868320170,2,4868010847,I,fear-stimulus
4868463105-1,4868463105,1,6996428779,S,runner;sitter;liver;jumper;sitdowner;coming-person-or-thing
4868463105-2,4868463105,2,4868174570,L,sitting-place;living-place;sitting-down-place;jump-location;running-place;come-goal
4868856329-1,4868856329,1,6996428779,S,leaver
4868856329-2,4868856329,2,4867873939,X,left-place-or-person
4869819450-1,4869819450,1,4867872503,X,talker
4869819450-2,4869819450,2,4867978286,X,talked-to-person
4869819450-3,4869819450,3,4869829538,X,talked-about-content
4869892183-1,4869892183,1,6996428779,A,teller;sayer;asker
4869892183-2,4869892183,2,4867889953,P,told-content;said-content;requested-thing
4869892183-3,4869892183,3,4867978286,X,tellee;saying-addressee;askee
4876976047-1,4876976047,1,4522560507,A,tearer
4876976047-2,4876976047,2,4522560507,P,torn-thing
4876976047-3,4876976047,3,4522564811,X,tearing-source
4876983181-1,4876983181,1,4522560507,S,rain;specialist-or-hunter;cougher;dieer;blinker;runner;singer;laugher;player;screamer;pain-locus;sick-person;sad-person;sunken-entity;burnt-thing;dry-thing;rolling-entity;boiled-thing;appearer;crier;freezing-person;meeter;hungry-person;shaver-of-self
4876985242-1,4876985242,1,4522560507,A,coverer;filler;loader;cutter;toucher;hitter;beater;killer;breaker;builder;namer;grinder;digger;maker
4876985242-2,4876985242,2,4522560507,P,covered-thing;filled-container;loading-place;cut-thing;touchee;hittee;beatee;killee;broken-thing;built-thing;namee;ground-thing;dug-up-thing;made-thing
4876985242-3,4876985242,3,4522576640,I,cover;filling-material;loaded-thing;cutting-instrument;touching-instrument;hitting-instrument;beating-instrument;killing-instrument;breaking-instrument;building-material;name;grinding-instrument;making-material;digging-instrument
4877070908-1,4877070908,1,4522560507,A,bringer;sender;giver;shower;sayer;asker
4877070908-2,4877070908,2,4522560507,P,brought-thing;sent-thing;gift;shown-thing;said-content;requested-thing
4877070908-3,4877070908,3,4522609349,X,bringing-recipient;sending-recipient;giving-recipient;showing-addressee;saying-addressee;askee
4877109634-1,4877109634,1,4522560507,A,stealer;hider;asker;taker;receiver
4877109634-2,4877109634,2,4522560507,P,stolen-thing;hidden-thing;requested-thing;taken-thing;received-thing
4877109634-3,4877109634,3,4522625188,X,stealing-source;hiding-affectee;askee;taking-source;receiving-source
4877126997-1,4877126997,1,4522560507,A,wiper
4877126997-2,4877126997,2,4522560507,P,wiped-material
4877126997-3,4877126997,3,4522629709,X,wiping-surface
4877174351-1,4877174351,1,4522560507,S,teller;shouter;teacher
4877174351-2,4877174351,2,4522576640,I,told-content;taught-content;shouted-words
4877174351-3,4877174351,3,4522609349,X,shoutee;tellee;teachee
4877199126-1,4877199126,1,4522560507,A,knower;seeer;frightener;liker;wanter;eater;smeller;dresser;washer;killer;looker;thinker;searcher;helper;follower;hugger;peeler;climber;leaver;digger;pusher;hearer;toucher;cooker
4877199126-2,4877199126,2,4522560507,P,known-thing-or-person;seen-entity;frightenee;liked-entity;wanted-thing;eaten-food;smelled-entity;dressee;washed-entity;killee;looked-at-entity;thought-content;searched-for-thing;helpee;followee;huggee;climbing-goal;left-place-or-person;pushee;heard-sound;touchee;cooked-food;peeled-object;dug-hole-or-ground
4877275083-1,4877275083,1,4522560507,S,sitdowner
4877275083-2,4877275083,2,4522596500,L,sitting-down-place
4877347958-1,4877347958,1,4522560507,S,talker
4877347958-2,4877347958,2,4522760200,X,talked-about-content
4877347958-3,4877347958,3,4522609349,X,talked-to-person
4877430031-1,4877430031,1,4522560507,A,tier
4877430031-2,4877430031,2,4522560507,P,tied-thing
4877430031-3,4877430031,3,10624962527,L,tying-goal
4877430031-4,4877430031,4,4522576640,I,tying-instrument
4878085582-1,4878085582,1,4568512665,A,tearer
4878085582-2,4878085582,2,4568512665,P,torn-thing
4878085582-3,4878085582,3,4568515797,X,tearing-source
4878089411-1,4878089411,1,4568512665,S,
4878089411-2,4878089411,2,4568520002,X,
4878093648-1,4878093648,1,4568512665,A,meeter;eater;knower;looker;seeer;smeller;frightener;liker;searcher;washer;helper;follower;shaver-of-body-part;leaver;peeler;pain-locus;wiper;digger;hearer;cooker;maker;marrying-person;hunter;caller;reader;doer;drinking-person;breaker;pusher
4878093648-2,4878093648,2,4568512665,P,met-person;eaten-food;known-thing-or-person;looked-at-entity;seen-entity;smelled-entity;frightenee;liked-entity;searched-for-thing;washed-entity;helpee;followee;shaved-body-part;left-place-or-person;pain-feeler;wiping-surface;dug-up-thing;heard-sound;cooked-food;made-thing;married-person;hunted-thing;called-to-or-for-person;read-thing;done-thing;drunken-thing;broken-thing;pushee;peeled-object
4878102623-1,4878102623,1,4568512665,S,hugger;fearer;liker;wanter;thinker;birth-giver;crosser;player
4878102623-2,4878102623,2,4568533346,I,huggee;fear-stimulus;liked-entity;wanted-thing;thought-content;born-entity;crossed-place;playing-partner
4878141903-1,4878141903,1,4568512665,A,putter;carrier;bringer;thrower;pourer;peeler;loader;wiper;chaser;cramer
4878141903-2,4878141903,2,4568512665,P,put-thing;carried-thing;brought-thing;thrown-thing;poured-substance;peel;loaded-thing;wiped-material;chasee;crammed-thing
4878141903-3,4878141903,3,6813725698,L,putting-goal;carrying-goal;bringing-recipient;throwing-goal;pouring-goal;loading-place;peeled-object;wiping-surface;crammed-location;chasing-location
4878152088-1,4878152088,1,4568512665,A,talker;teller;sender
4878152088-2,4878152088,2,4568512665,P,talked-about-content;told-content;sent-thing
4878152088-3,4878152088,3,4568577282,X,talked-to-person;tellee;sending-recipient
4878225804-1,4878225804,1,4568512665,A,asker;namer;dresser;builder;breaker;killer;beater;hitter;toucher;cutter;shower;thrower;coverer;filler;grinder;teacher;giver;offerer;asking-about-person
4878225804-2,4878225804,2,4568512665,P,askee;namee;built-thing;broken-thing;killee;beatee;hittee;touchee;cut-thing;shown-thing;throwing-goal;covered-thing;filled-container;ground-thing;teachee;clothes;giving-recipient;offered-to-person;askee-about
4878225804-3,4878225804,3,4568533346,I,requested-thing;name;dressee;building-material;breaking-instrument;killing-instrument;beating-instrument;hitting-instrument;touching-instrument;cutting-instrument;showing-addressee;thrown-thing;cover;filling-material;grinding-instrument;taught-content;gift;offering;asked-about-thing
4878229208-1,4878229208,1,4568512665,S,dieer;cougher;runner;rolling-entity;laugher;sad-person;hungry-person;sunken-entity;burnt-thing;dry-thing;boiled-thing;appearer;sick-person;crier;liver;blinker;twinkler;cold-thing;resting-person;meeter
4878274886-1,4878274886,1,4568512665,S,leaver;climber;sitter;sitdowner;liver;jumper;enterer;coming-person-or-thing;remainer;goer;fallee
4878274886-2,4878274886,2,6813725698,L,left-place-or-person;climbing-goal;sitting-place;sitting-down-place;living-place;jump-location;entered-place;come-goal;remaining-place;going-goal;fall-goal
4878479388-1,4878479388,1,4568512665,A,taker;stealer;receiver
4878479388-2,4878479388,2,4568512665,P,taken-thing;stolen-thing;received-thing
4878479388-3,4878479388,3,4568671396,X,taking-source;stealing-source;receiving-source
4878487820-1,4878487820,1,4568512665,A,hider
4878487820-2,4878487820,2,4568512665,P,hidden-thing
4878487820-3,4878487820,3,4568702890,X,hiding-affectee
4878523578-1,4878523578,1,4568512665,S,bringer
4878523578-2,4878523578,2,4568795537,X,brought-thing
4878523578-3,4878523578,3,4568577282,X,bringing-recipient
4878546065-1,4878546065,1,4568512665,A,tier
4878546065-2,4878546065,2,4568512665,P,tied-thing
4878546065-3,4878546065,3,4568515797,X,tying-goal
4878546065-4,4878546065,4,4568533346,I,tying-instrument
4878681330-1,4878681330,1,4568512665,A,maker
4878681330-2,4878681330,2,4568512665,P,made-thing
4878681330-3,4878681330,3,4568795537,X,making-material
4878695448-1,4878695448,1,4568512665,S,liker
4878695448-2,4878695448,2,4568577282,X,liked-entity
4886902670-1,4886902670,1,4445257393,S,teacher;carrier
4886902670-2,4886902670,2,4445258970,X,teachee;carrying-goal
4886902670-3,4886902670,3,4445257393,X,taught-content;carried-thing
4886907372-1,4886907372,1,4445257393,A,taker;grinder;maker;wiper;filler;coverer;tearer;hider;killer;stealer;builder;beater;hitter;breaker
4886907372-2,4886907372,2,4445262885,P,taken-thing;ground-thing;made-thing;wiped-material;filled-container;covered-thing;torn-thing;hidden-thing;killee;stolen-thing;built-thing;beatee;hittee;broken-thing
4886907372-3,4886907372,3,4445263377,I,taking-source;grinding-instrument;making-material;wiping-surface;filling-material;hiding-affectee;cover;killing-instrument;stealing-source;building-material;beating-instrument;tearing-source;hitting-instrument;breaking-instrument
4886930312-1,4886930312,1,4445257393,A,searcher;washer;eater;cutter;hugger;frightener;thinker;seeer;digger;peeler;dresser;boiler-tr;cooker
4886930312-2,4886930312,2,4445262885,P,searched-for-thing;washed-entity;eaten-food;cut-thing;huggee;frightenee;thought-content;seen-entity;dug-up-thing;peeled-object;dressee;boiled-thing-tr;cooked-food
4886933032-1,4886933032,1,4445257393,S,cougher;screamer;fallee;dry-thing;runner;jumper;dieer;player;boiled-thing;crier;singer;pain-locus;specialist-or-hunter;smeller
4886935583-1,4886935583,1,4445257393,S,helper;shouter;fearer;climber;goer;liked-entity
4886935583-2,4886935583,2,4445258970,X,helpee;shoutee;fear-stimulus;climbing-goal;going-goal;liker
4887002120-1,4887002120,1,4445258970,X,hearer;wanter;knower;meeter;looker
4887002120-2,4887002120,2,4445262885,X,heard-sound;wanted-thing;known-thing-or-person;met-person;looked-at-entity
4887104765-1,4887104765,1,4445257393,A,asker
4887104765-2,4887104765,2,4445387613,X,askee
4887104765-3,4887104765,3,4445262885,P,requested-thing
4887125969-1,4887125969,1,4445257393,S,talker;toucher
4887125969-2,4887125969,2,4445258970,X,talked-to-person;touchee
4887125969-3,4887125969,3,4445263377,I,talked-about-content;touching-instrument
4887167814-1,4887167814,1,4445257393,S,leaver;follower
4887167814-2,4887167814,2,4445263377,I,left-place-or-person;followee
4887270739-1,4887270739,1,4445262885,X,sunken-entity
4895372581-1,4895372581,1,3796601994,A,coverer;filler;pourer;bringer;giver;shower;hider;teller;asker;talker;stealer;teacher;putter;loader;taker;receiver
4895372581-2,4895372581,2,3796648771,P,covered-thing;filled-container;poured-substance;bringing-recipient;giving-recipient;showing-addressee;hiding-affectee;tellee;askee;talked-to-person;stealing-source;teachee;put-thing;loaded-thing;taken-thing;received-thing
4895372581-3,4895372581,3,3796630176,X,cover;filling-material;pouring-goal;brought-thing;gift;shown-thing;hidden-thing;told-content;requested-thing;talked-about-content;stolen-thing;taught-content;putting-goal;loading-place;taking-source;receiving-source
4895958268-1,4895958268,1,3796601994,A,putter;thrower;tier;pourer;pusher
4895958268-2,4895958268,2,3796648771,P,put-thing;thrown-thing;tying-goal;poured-substance;pushee
4895958268-3,4895958268,3,3900819357,L,putting-goal;throwing-goal;tied-thing;pouring-goal;pushing-goal
4895999026-1,4895999026,1,3796601994,A,carrier;sender;sayer;namer
4895999026-2,4895999026,2,11921258534,X,carrying-goal;sending-recipient;saying-addressee;namee
4895999026-3,4895999026,3,3796648771,P,carried-thing;sent-thing;said-content;name
4896036279-1,4896036279,1,3796601994,A,wiper;knower;seeer;meeter;frightener;fearer;liker;wanter;searcher;helper;eater;dresser;washer;hugger;peeler;shaver-of-body-part;hearer;thinker;shouter;follower;bringer;smeller;tearer;leaver;grinder;digger;cooker;pain-locus
4896036279-2,4896036279,2,3796648771,P,wiped-material;known-thing-or-person;seen-entity;met-person;frightenee;fear-stimulus;liked-entity;wanted-thing;searched-for-thing;helpee;eaten-food;dressee;washed-entity;huggee;shaved-body-part;heard-sound;thought-content;shoutee;followee;smelled-entity;torn-thing;left-place-or-person;ground-thing;dug-up-thing;cooked-food;brought-thing;pain-feeler;peel
4896053556-1,4896053556,1,3796601994,A,cutter;toucher;beater;killer;breaker;builder;maker;hitter
4896053556-2,4896053556,2,3796648771,P,cut-thing;touchee;beatee;killee;broken-thing;built-thing;made-thing;hittee
4896053556-3,4896053556,3,11921385157,I,cutting-instrument;touching-instrument;beating-instrument;killing-instrument;breaking-instrument;building-material;making-material;hitting-instrument
4896240073-1,4896240073,1,3796601994,S,looker
4896240073-2,4896240073,2,3796750606,X,looked-at-entity
4896296132-1,4896296132,1,3796601994,S,runner;jumper;appearer;singer;dieer;fallee;hungry-person;rolling-entity;screamer;pain-locus;freezing-person;laugher;sad-person;sunken-entity;dry-thing;blinker;player;sick-person;burnt-thing;specialist-or-hunter;cougher;crier;boiled-thing
4896298101-1,4896298101,1,3796601994,S,climber;sitter;sitdowner;goer;leaver;liver;appearer
4896298101-2,4896298101,2,3900819357,L,climbing-goal;sitting-place;sitting-down-place;going-goal;left-place-or-person;living-place;appear-location
4904094719-1,4904094719,1,11237218450,A,giver;shower
4904094719-2,4904094719,2,4656228528,P,giving-recipient;shown-thing
4904094719-3,4904094719,3,4656228528,P,gift;showing-addressee
4904342921-1,4904342921,1,11237218450,S,goer;leaver
4904342921-2,4904342921,2,4656390860,X,going-goal;leaving-goal
4904433950-1,4904433950,1,11237218450,A,sender;teller;tier;bringer
4904433950-2,4904433950,2,4656390860,X,sending-recipient;tellee;tying-goal;bringing-recipient
4904433950-3,4904433950,3,4656228528,P,sent-thing;told-content;tied-thing;brought-thing
4965561699-1,4965561699,1,4522850980,S,talker
4965561699-2,4965561699,2,4522925402,X,talked-to-person
4965561699-3,4965561699,3,12101313760,I,talked-about-content
5206065171-1,5206065171,1,3797857495,S,crier;appearer;sick-person;dry-thing;sad-person;hungry-person;boiled-thing;burnt-thing;cougher;fallee;freezing-person;pain-feeler;jumper;laugher;runner;screamer;dieer;sunken-entity;specialist-or-hunter;blinker
5216958329-1,5216958329,1,5240987739,A,hearer;eater;carrier;stealer;hider;tearer;breaker;builder;maker;shouter;seeer;looker;thinker;liker;searcher;meeter;follower;tier;washer;cooker;digger;leaver;peeler;pusher;putter;smeller;hugger;shaver-of-body-part;sender;grinder;frightener;roller-tr
5216958329-2,5216958329,2,5240988877,P,heard-sound;eaten-food;carried-thing;stolen-thing;hidden-thing;torn-thing;broken-thing;built-thing;made-thing;shoutee;seen-entity;looked-at-entity;thought-content;liked-entity;searched-for-thing;met-person;followee;tied-thing;washed-entity;cooked-food;left-place-or-person;peeled-object;pushee;put-thing;smelled-entity;huggee;sent-thing;ground-thing;frightenee;shaved-person;dug-hole-or-ground;rolling-thing-tr;sending-recipient
5217949194-1,5217949194,1,5240987739,X,giver;teller
5217949194-2,5217949194,2,5241072923,X,gift;told-content
5217949194-3,5217949194,3,5241240766,X,giving-recipient;tellee
5218007829-1,5218007829,1,5240987739,A,coverer;filler;cutter;killer;beater;hitter;dresser;pourer;toucher
5218007829-2,5218007829,2,5240988877,P,covered-thing;filled-container;cut-thing;killee;beatee;hittee;dressee;poured-substance;touchee
5218007829-3,5218007829,3,5241027869,I,cover;filling-material;cutting-instrument;killing-instrument;beating-instrument;hitting-instrument;pouring-source;touching-instrument;clothes
5232440547-1,5232440547,1,5240987739,A,taker;carrier;bringer;sender;shower;loader
5232440547-2,5232440547,2,5240988877,P,taken-thing;carried-thing;brought-thing;sent-thing;shown-thing;loaded-thing
5232440547-3,5232440547,3,5241181180,X,carrying-goal;bringing-recipient;sending-recipient;showing-addressee;loading-place;take-to-goal
5232509389-1,5232509389,1,5240987739,A,taker
5232509389-2,5232509389,2,5240988877,P,taken-thing
5232509389-3,5232509389,3,5241408394,X,taking-source
5232805269-1,5232805269,1,5240988877,S,knower
5232805269-2,5232805269,2,5241072923,X,known-thing-or-person
5232869690-1,5232869690,1,5291654559,X,thinker;runner;jumper;appearer;fallee;boiled-thing;burnt-thing;crier;laugher;player;screamer;sunken-entity;cougher;hunter;coverer
5232930765-1,5232930765,1,5240987739,X,helper;teacher;loader
5232930765-2,5232930765,2,10685486466,X,helpee;teachee;loaded-thing
5233015164-1,5233015164,1,5240988877,S,dieer;sitter;hungry-person;goer;dry-thing;sick-person;sad-person;fearer;freezing-person;liver;pain-locus
5233146478-1,5233146478,1,5240987739,X,leaver
5233146478-2,5233146478,2,5241072923,X,left-place-or-person
5233183775-1,5233183775,1,5240987739,A,receiver;wiper;loader
5233183775-2,5233183775,2,5240988877,P,received-thing;wiped-material;loaded-thing
5233183775-3,5233183775,3,5241066089,L,receiving-source;wiping-surface;loading-place
5234890587-1,5234890587,1,4868439140,X,
5234890587-2,5234890587,2,4867872503,X,
5310432996-1,5310432996,1,11237218450,A,pourer;loader
5310432996-2,5310432996,2,4656228528,P,poured-substance;loaded-thing
5310432996-3,5310432996,3,4656646213,L,pouring-goal;loading-place
5310649687-1,5310649687,1,4656390860,X,rain-goal
5310952717-1,5310952717,1,11237218450,A,pusher;teller;carrier
5310952717-2,5310952717,2,4656228528,P,pushee;told-content;carried-thing
5310952717-3,5310952717,3,4656390860,X,pushing-goal;tellee;carrying-goal
5311493484-1,5311493484,1,11237218450,A,teacher
5311493484-2,5311493484,2,4656228528,P,taught-content
5311493484-3,5311493484,3,4656231573,X,teachee
5362499618-1,5362499618,1,4567000107,A,loader;hider
5362499618-2,5362499618,2,4567001063,P,loaded-thing;hidden-thing
5362499618-3,5362499618,3,4567937063,X,loading-place;hiding-affectee
5371446322-1,5371446322,1,7080879189,A,taker;stealer
5371446322-2,5371446322,2,7192646225,X,taking-source;stealing-source
5371446322-3,5371446322,3,7080881783,P,taken-thing;stolen-thing
5371461865-1,5371461865,1,7080879189,A,eater;hugger;looker;fearer;frightener;liker;knower;thinker;searcher;washer;shaver-of-body-part;helper;toucher;hider;climber;singer;leaver;grinder;digger;pusher;hearer;wiper;cooker;peeler;tearer
5371461865-2,5371461865,2,7080881783,P,eaten-food;huggee;looked-at-entity;fear-stimulus;frightenee;liked-entity;known-thing-or-person;thought-content;searched-for-thing;washed-entity;shaved-body-part;helpee;touchee;hidden-thing;climbing-goal;left-place-or-person;ground-thing;dug-up-thing;pushee;heard-sound;song;wiping-surface;cooked-food;peeled-object;tearing-source
5378746433-1,5378746433,1,4567000107,S,thinker;liver
5378746433-2,5378746433,2,4567121938,X,thought-content;living-place
5379220181-1,5379220181,1,4567000107,S,talker
5379220181-2,5379220181,2,4567359949,X,talked-to-person
5379220181-3,5379220181,3,4567039175,X,talked-about-content
5421193866-1,5421193866,1,4567000107,A,builder;taker;tearer;stealer;maker
5421193866-2,5421193866,2,4567001063,P,built-thing;taken-thing;torn-thing;stolen-thing;made-thing
5421193866-3,5421193866,3,4567104644,X,building-material;taking-source;tearing-source;stealing-source;making-material
5421395022-1,5421395022,1,4567000107,A,sender;carrier;bringer
5421395022-2,5421395022,2,4567001063,P,sent-thing;carried-thing;brought-thing
5421395022-3,5421395022,3,4567030827,X,sending-recipient;carrying-goal;bringing-recipient
5542672087-1,5542672087,1,4567000107,A,namer;teacher
5542672087-2,5542672087,2,4567001063,P,namee;teachee
5542672087-3,5542672087,3,4567001063,P,name;taught-content
5655417010-1,5655417010,1,10650024545,A,washer;wanter;receiver;taker;carrier;frightener;liker;knower;searcher;dresser;helper;follower;pourer;coverer;filler;climber;sitter;sitdowner;goer;leaver;liver;builder;maker;breaker;killer;beater;hitter;eater;looker;seeer;smeller;cutter;digger;cooker;stealer;pusher;grinder;tearer;hider;meeter;burner-tr;hearer
5655417010-2,5655417010,2,10650024545,P,washed-entity;wanted-thing;received-thing;taken-thing;carried-thing;frightenee;liked-entity;known-thing-or-person;searched-for-thing;dressee;helpee;followee;poured-substance;covered-thing;filled-container;climbing-goal;sitting-place;sitting-down-place;going-goal;left-place-or-person;living-place;built-thing;made-thing;broken-thing;killee;beatee;hittee;eaten-food;looked-at-entity;seen-entity;smelled-entity;cut-thing;dug-up-thing;cooked-food;stolen-thing;pushee;ground-thing;torn-thing;hidden-thing;met-person;burnt-thing-tr;heard-sound
5655420783-1,5655420783,1,10650024545,S,dry-thing;singer;dieer;player;cougher;laugher;rain;jumper;runner;pain-feeler;sick-person;freezing-person;specialist-or-hunter;hungry-person;fallee;crier;boiled-thing;sad-person
5748949939-1,5748949939,1,10650024545,A,shower;giver;bringer;sender;teller
5748949939-2,5748949939,2,10650034039,X,showing-addressee;giving-recipient;bringing-recipient;sending-recipient;tellee
5748949939-3,5748949939,3,10650024545,P,shown-thing;gift;brought-thing;sent-thing;told-content
5748964459-1,5748964459,1,10650024545,S,fearer;thinker;toucher
5748964459-2,5748964459,2,10650045224,X,fear-stimulus;thought-content;touchee
5749008211-1,5749008211,1,10650024545,A,asker;tier;thrower;putter;loader
5749008211-2,5749008211,2,10650024545,P,requested-thing;tied-thing;thrown-thing;put-thing;loading-place
5749008211-3,5749008211,3,10650045224,X,askee;tying-goal;throwing-goal;putting-goal;loaded-thing
5781075063-1,5781075063,1,10650024545,S,sayer
5781075063-2,5781075063,2,10650045224,X,saying-addressee
5781075063-3,5781075063,3,12212658581,X,said-content
5819272005-1,5819272005,1,5819277716,A,eater;hugger;looker;seeer;smeller;fearer;frightener;liker;knower;thinker;searcher;washer;dresser;shaver-of-body-part;helper;follower;shouter;peeler;climber;leaver;pain-feeler
5819272005-2,5819272005,2,5819277716,P,eaten-food;huggee;looked-at-entity;seen-entity;smelled-entity;fear-stimulus;frightenee;liked-entity;known-thing-or-person;thought-content;searched-for-thing;washed-entity;dressee;helpee;followee;shoutee;peeled-object;climbing-goal;left-place-or-person;pain-locus;shaved-body-part
5838337483-1,5838337483,1,5819277716,S,sayer
5838337483-2,5838337483,2,12378177271,X,said-content
5838337483-3,5838337483,3,5838343599,X,saying-addressee
5838360848-1,5838360848,1,5819277716,A,namer;teller;asker
5838360848-2,5838360848,2,5819277716,P,namee;tellee;askee
5838360848-3,5838360848,3,5819277716,P,name;told-content;requested-thing
5838379629-1,5838379629,1,5819277716,A,builder;breaker;killer;beater;hitter;toucher;cutter;coverer;filler
5838379629-2,5838379629,2,5819277716,P,built-thing;broken-thing;killee;beatee;hittee;touchee;cut-thing;covered-thing;filled-container
5838379629-3,5838379629,3,5838384713,I,building-material;breaking-instrument;killing-instrument;beating-instrument;hitting-instrument;touching-instrument;cutting-instrument;cover;filling-material
5838440395-1,5838440395,1,5819277716,A,tearer;taker;hider
5838440395-2,5838440395,2,5819277716,P,torn-thing;taken-thing;hidden-thing
5838440395-3,5838440395,3,5838448248,X,tearing-source;taking-source;hiding-affectee
5838500332-1,5838500332,1,5819277716,A,shower;giver;sender;carrier;thrower;pourer;loader
5838500332-2,5838500332,2,5819277716,P,shown-thing;gift;sent-thing;carried-thing;thrown-thing;poured-substance;loaded-thing
5838500332-3,5838500332,3,5838505862,X,showing-addressee;giving-recipient;sending-recipient;carrying-goal;throwing-goal;pouring-goal;loading-place
5838582650-1,5838582650,1,5819277716,A,tier
5838582650-2,5838582650,2,5819277716,P,tied-thing
5838582650-3,5838582650,3,5838505862,X,tying-goal
5838582650-4,5838582650,4,5838384713,I,tying-instrument
5838594068-1,5838594068,1,5819277716,A,putter
5838594068-2,5838594068,2,5819277716,P,put-thing
5838594068-3,5838594068,3,5838596319,L,putting-goal
5856403388-1,5856403388,1,5819277716,S,cougher;runner;jumper;singer;laugher;screamer;freezing-person;dieer;player;sad-person;hungry-person;rolling-entity;sunken-entity;burnt-thing;dry-thing;specialist-or-hunter;blinker
5871813350-1,5871813350,1,15573214929,X,told-content;said-content
5871813350-2,5871813350,2,3797285842,A,teller;sayer
5871813350-3,5871813350,3,3797305343,P,tellee;saying-addressee
5993124311-1,5993124311,1,3797285842,A,tearer;smeller;thinker;shouter;hearer;follower;helper;hugger;liker;digger;frightener;washer;meeter;eater;looker;seeer;wanter;searcher;fearer;leaver;receiver;knower;sunken-entity;singer;shave-self-causer
5993124311-2,5993124311,2,3797305343,P,torn-thing;smelled-entity;thought-content;shoutee;heard-sound;followee;helpee;huggee;liked-entity;dug-up-thing;frightenee;washed-entity;met-person;eaten-food;looked-at-entity;seen-entity;wanted-thing;searched-for-thing;fear-stimulus;left-place-or-person;known-thing-or-person;received-thing;sink-location;song;shaver-of-self
5993173751-1,5993173751,1,3797285842,A,filler;killer;hitter;toucher;cutter;coverer;receiver;maker;peel-causer;builder;cooker;grinder;carrier;breaker;closer
5993173751-2,5993173751,2,3797305343,P,filled-container;killee;peeled-object;hittee;touchee;cut-thing;covered-thing;received-thing;made-thing;built-thing;cooked-food;ground-thing;carried-thing;broken-thing;closed-thing
5993173751-3,5993173751,3,3797300043,I,filling-material;killing-instrument;peeler;hitting-instrument;touching-instrument;cutting-instrument;building-material;making-material;cover;receiving-source;grinding-instrument;cooking-instrument;carry-instrument;breaking-instrument;closing-instrument
5993180748-1,5993180748,1,3797285842,A,tier
5993180748-2,5993180748,2,3797305343,P,tied-thing
5993180748-3,5993180748,3,3797305343,P,tying-goal
5993180748-4,5993180748,4,3797300043,I,tying-instrument
5993264997-1,5993264997,1,3797285842,A,shower;teacher;stealer;pourer;loader;sender;putter;bringer;giver;beater;asker;taker;thrower;hider
5993264997-2,5993264997,2,3797305343,P,shown-thing;taught-content;stolen-thing;poured-substance;loaded-thing;sent-thing;put-thing;brought-thing;gift;beating-instrument;requested-thing;taken-thing;thrown-thing;hidden-thing
5993264997-3,5993264997,3,3797305343,P,showing-addressee;teachee;stealing-source;pouring-goal;loading-place;sending-recipient;putting-goal;bringing-recipient;giving-recipient;beatee;askee;taking-source;throwing-goal;hiding-affectee
5993518069-1,5993518069,1,3797285842,A,dresser;talker;namer
5993518069-2,5993518069,2,3797305343,P,dressee;talked-to-person;namee
5993518069-3,5993518069,3,3797285842,X,clothes;talked-about-content;name
6079839742-1,6079839742,1,3720896347,A,loader
6079839742-2,6079839742,2,3720897935,P,loaded-thing
6079839742-3,6079839742,3,3901186743,X,loading-place
6079872551-1,6079872551,1,3720896347,S,leaver
6079872551-2,6079872551,2,3721129918,X,left-place-or-person
6079872551-3,6079872551,3,7080023667,X,leaving-goal
6079880539-1,6079880539,1,3720896347,S,laugher
6079880539-2,6079880539,2,3721058926,X,laughed-about-thing
6079889985-1,6079889985,1,3720896347,S,player
6079889985-2,6079889985,2,9907796986,I,playing-partner
6171973400-1,6171973400,1,3866239171,A,shaver-of-body-part;coverer;tier;bringer;obtainer;stealer;wiper;cutter;toucher;beater;breaker;builder;knower;looker;frightener;fearer;liker;searcher;meeter;follower;helper;eater;washer;filler;hitter;killer;asker;climber;namee;cooker;digger;grinder;hearer;hugger;maker;peeler;pusher;receiver;teacher;wanter;smeller;player;hider;tearer;carrier;burner-tr;seeer
