ID,Language_ID,Name,Description,Alternation_Type,Coding_Frames_Text,Complexity
3739129821,bora1263,Instrument alternation,"<SPAN STYLE= """" >The instrument(-subject) alternation is possible for every verb that can take an instrument, e.g.  </SPAN><SPAN STYLE= ""font-style:italic;"" >&oacute; w&aacute;-hdah&#616;&#769;-n&uacute;-hi </SPAN><SPAN STYLE= """" >(<BR>1.SG/INST:HIT-cut-MULT.TRANS-PRED) &lsquo;I cut&rsquo; vs. </SPAN><SPAN STYLE= ""font-style:italic;"" >p&#616;d&oacute;jowa w&aacute;h-dah&#616;&#769;-n&uacute;-hi</SPAN><SPAN STYLE= """" > (knife/INST:HIT-cut-MULT.TRANS-PRED) &lsquo;the knife cuts&rsquo;. The instrument is promoted to subject position. It does not matter, wheather it had instrumantal, ablative or allative marking in the basic frame.  <BR><BR></SPAN>",Uncoded,,
1420502626,sril1245,General NP drop,"<SPAN STYLE= """" >Any NP can be dropped without influencing the coding of the other NPs, or the coding of the verb.</SPAN>",Uncoded,,
1423771273,sril1245,General NP addition,"<SPAN STYLE= """" >An additional participant is added, which may have any case marking but accusative. The coding of the existing participants is not affected. The form of the verb is not affected either.</SPAN>",Uncoded,,
12515900901,sril1245,Reciprocal alternation,,Uncoded,,
3684901716,yaqu1251,Equipollent Noncausal,"<SPAN STYLE= """" >The verb changes from a transitive form into an intransitive by using a different ending, i.e. </SPAN><SPAN STYLE= ""font-style:italic;"" >-(t)a</SPAN><SPAN STYLE= """" > for transitives and </SPAN><SPAN STYLE= ""font-style:italic;"" >-(t)e</SPAN><SPAN STYLE= """" > for intransitives. The subject of the intransitive form might be the object of the transitive version. There is no causation involved.</SPAN>",Coded,NP1 NP2-acc V-ta >>> NP2 V-te,
3685676178,yaqu1251,Intransitivizer incorporation: ji'i,"<SPAN STYLE= """" >The verb takes a prefix </SPAN><SPAN STYLE= ""font-style:italic;"" >ji'i-</SPAN><SPAN STYLE= """" > (which is related to the word </SPAN><SPAN STYLE= ""font-style:italic;"" >jita</SPAN><SPAN STYLE= """" > 'something'). By using it, the verb becomes intransitive.</SPAN>",Coded,,
3686921600,yaqu1251,Object incorporation,"<SPAN STYLE= """" >This alternation allows the verb to take an object or locative argument within the verb i.e. nominal incorporation. The noun incorporated into the verb lacks any case markers.</SPAN>",Coded,NP1 NP2-acc V >>> NP1 <N2>V,
3763684078,yaqu1251,Middle,"<SPAN STYLE= """" >The verb is marked with the</SPAN><SPAN STYLE= ""font-style:italic;"" > -tu</SPAN><SPAN STYLE= """" > suffix, which is the inchoative marker.</SPAN>",Coded,NP1 NP2-acc V >>> NP2 V-tu,
3764383011,yaqu1251,Undetermined object,"<SPAN STYLE= """" >For many verbs it is necessary to include a noun object with the verb, even if the object of the verb is unspecified. The object could be </SPAN><SPAN STYLE= ""font-style:italic;"" >jita</SPAN><SPAN STYLE= """" > 'something' for things or </SPAN><SPAN STYLE= ""font-style:italic;"" >yee</SPAN><SPAN STYLE= """" > 'people' for humans. The sense of the verb is less specific. It is marked as uncoded due to the fact that the object is not expressed within the verb (cf. Intransitivizer incorporation: </SPAN><SPAN STYLE= ""font-style:italic;"" >ji'i</SPAN><SPAN STYLE= """" >).</SPAN>",Uncoded,,
3766658805,yaqu1251,Locative,"<SPAN STYLE= """" >The object argument is marked with the locative suffix: </SPAN><SPAN STYLE= ""font-style:italic;"" >-po</SPAN><SPAN STYLE= """" > or </SPAN><SPAN STYLE= ""font-style:italic;"" >-t</SPAN><SPAN STYLE= """" >. Most of the verbs with this alternation have the analogous construction using the accusative suffix: </SPAN><SPAN STYLE= ""font-style:italic;"" >-ta</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,NP-acc >>> NP-loc,
3767178630,yaqu1251,Causative,"<SPAN STYLE= """" >The verb employs the </SPAN><SPAN STYLE= ""font-style:italic;"" >-tua</SPAN><SPAN STYLE= """" > suffix, which introduces a new participant (causer) to the event. It is an alternation that occurs regularly with any verb.</SPAN>",Coded,NP1 X V >>> NP2 NP1-acc X V (NP2 causes NP1 to V X),
3767209477,yaqu1251,Applicative,"<SPAN STYLE= """" >The verb employs the </SPAN><SPAN STYLE= ""font-style:italic;"" >-ria</SPAN><SPAN STYLE= """" > suffix for introducing a new participant (recipient or benefactive).</SPAN>",Coded,NP1 X V >>> NP1 NP2-acc X V-ria (NP1 acts X for NP2),
3774709256,yaqu1251,Directional Object,"<SPAN STYLE= """" >One of the participants is marked with the directional suffix </SPAN><SPAN STYLE= ""font-style:italic;"" >-u</SPAN><SPAN STYLE= """" > and the accusative suffix </SPAN><SPAN STYLE= ""font-style:italic;"" >-ta</SPAN><SPAN STYLE= """" >, resulting in the directional benefactive (i.e. oblique) marker </SPAN><SPAN STYLE= ""font-style:italic;"" >-tau</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,NP1 NP-acc V >>> NP1 NP2-dir V,
3774714449,yaqu1251,Resultative,"<SPAN STYLE= """" >The event is presented as a state or result. Consequently, the verbs using this alternation are intransitive.</SPAN>",Coded,NP1 NP2-acc V >>> NP2 V-ri,
3774716367,yaqu1251,Passive,"<SPAN STYLE= """" >The verb is marked with the suffix </SPAN><SPAN STYLE= ""font-style:italic;"" >-wa</SPAN><SPAN STYLE= """" > and the patient participant is expressed as the subject of the event.</SPAN>",Coded,NP1 NP2-acc V >>> NP2 V-wa,
4904140630,yaqu1251,Equipollent Causal,"<SPAN STYLE= """" >In this alternation, the causal alternant is formed by replacing the final </SPAN><SPAN STYLE= ""font-style:italic;"" >-te</SPAN><SPAN STYLE= """" > by </SPAN><SPAN STYLE= ""font-style:italic;"" >-ta</SPAN><SPAN STYLE= """" >. There are cases in which the alternation causes a change in the verbal form, those are the cases of verbs ending on </SPAN><SPAN STYLE= ""font-style:italic;"" >-ke</SPAN><SPAN STYLE= """" >: e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >waake</SPAN><SPAN STYLE= """" > 'to be dry' &gt; </SPAN><SPAN STYLE= ""font-style:italic;"" >waacha</SPAN><SPAN STYLE= """" > 'to dry something'; </SPAN><SPAN STYLE= ""font-style:italic;"" >yejte</SPAN><SPAN STYLE= """" > 'to sit (down)' &gt; </SPAN><SPAN STYLE= ""font-style:italic;"" >yecha</SPAN><SPAN STYLE= """" > 'to seat'.</SPAN>",Coded,NP1 V-te >>> NP2 NP1-acc V-ta (NP2 causes NP1 to V),
4904223431,yaqu1251,Equipollent Applicative,"<SPAN STYLE= """" >In this alternation, the applicative alternant is formed by replacing the final </SPAN><SPAN STYLE= ""font-style:italic;"" >-te</SPAN><SPAN STYLE= """" > by </SPAN><SPAN STYLE= ""font-style:italic;"" >-ta</SPAN><SPAN STYLE= """" >. There is no causation involved.</SPAN>",Coded,NP1 V-te >>> NP1 NP2-acc V-ta (NP1 Vs at NP2),
2536502674,indo1316,No argument stative,"<SPAN STYLE= """" >This alternation reduces the valency of certain intransitive verbs, only the argumentless verb is left. Applies to weather verbs and the like.</SPAN>",Uncoded,,Simplex
2536565802,indo1316,Impersonal Passive,"<SPAN STYLE= """" >S di-V<BR>Indonesian allows for symmetrical passives, whereby A ACTIVE-V P alternates with P PASSIVE-V A. There is no demotion of arguments. That alternation contrast with the impersonal passive, where the agent is demoted to an optional adjunct. </SPAN>",Coded,,Simplex
2536611442,indo1316,Passive Transitive,"<SPAN STYLE= """" >A V P  &lt;&gt;  P di-V A</SPAN>",Coded,,Simplex
2536636707,indo1316,Bare Applicative Transitive,"<SPAN STYLE= """" >A V-in P<BR>The applicative marker serves a number of functions in the language. Most broadly, it serves to highlight or focus a non-A/S (agent, actor, experiencer) argument. In some cases, it acts to licence a transitive object, as in ex. 26 where the basic form of the verb is intranstive 'closed', and the form with the applicative yields the transitive 'close/cover s.t.' </SPAN>",Coded,,Simplex
2536679091,indo1316,Passive Applicative Transitive,"<SPAN STYLE= """" >P di-V-in A.</SPAN>",Coded,,Complex
2536862557,indo1316,Oblique Subject Passive Ditransitive,"<SPAN STYLE= """" >O di-V A P</SPAN>",Coded,,Unknown
2536890892,indo1316,Oblique Subject Passive Agentive by-phrase.,"<SPAN STYLE= """" >O di-V P ama A</SPAN>",Coded,,
2536965941,indo1316,Patient Subject Passive Ditransitive Applicative Agentive by-phrase.,"<SPAN STYLE= """" >P di-V-in O ama A</SPAN>",Coded,,Complex
2537041837,indo1316,Oblique subject Passive Applicative Ditransitive (A P),"<SPAN STYLE= """" >O di-V-in A P<BR>Passive of a beneficiary applicative, beneficiary is promoted. </SPAN>",Coded,,Complex
2537065358,indo1316,Bare Instrumental,"<SPAN STYLE= """" >A V P pake I<BR>This alternation adds an instrument argument flagged with pake to the basic frame.</SPAN>",Uncoded,,Simplex
2537076434,indo1316,Applicative Instrumental,"<SPAN STYLE= """" >A V-in P pake I<BR>This alternation adds an instrument argument flagged with pake to the basic frame. The verb receives applicative marking.</SPAN>",Coded,,
2537123503,indo1316,Bare Benefactive,"<SPAN STYLE= """" >A V P buat O</SPAN>",Uncoded,,Simplex
2537138692,indo1316,Applicative Benefactive,"<SPAN STYLE= """" >A V-in P buat O<BR>(NB: for 'ajar' must be prenasalized)</SPAN>",Coded,,
2537173482,indo1316,Bare Allative,"<SPAN STYLE= """" >A V P ke O<BR>This alternation adds a goal argument flagged with </SPAN><SPAN STYLE= ""font-style:italic;"" >ke </SPAN><SPAN STYLE= """" >to the basic frame. <BR>('ajar' requires prenasalization)</SPAN>",Uncoded,,Simplex
2537254508,indo1316,Applicative Allative,"<SPAN STYLE= """" >A V-in P ke O<BR>This alternation adds a goal argument flagged with </SPAN><SPAN STYLE= ""font-style:italic;"" >ke </SPAN><SPAN STYLE= """" >to the basic frame. The verb receives applicative marking. <BR></SPAN><SPAN STYLE= ""font-style:italic;"" >(ajar</SPAN><SPAN STYLE= """" > requires N)</SPAN>",Coded,,Simplex
2537323387,indo1316,Bare Ablative,"<SPAN STYLE= """" >A V P dari O<BR>This alternation adds a source argument flagged with </SPAN><SPAN STYLE= ""font-style:italic;"" >dari  </SPAN><SPAN STYLE= """" >to the basic frame. </SPAN>",Uncoded,,Simplex
2537337702,indo1316,Applicative Ablative,"<SPAN STYLE= """" >A V-in P dari O<BR>This alternation adds a source argument flagged with </SPAN><SPAN STYLE= ""font-style:italic;"" >dari </SPAN><SPAN STYLE= """" >to the basic frame. The verb recieves applicative marking. </SPAN>",Coded,,Simplex
2537355086,indo1316,Adversative Passive,"<SPAN STYLE= """" >E ke.an-V<BR>The gloss as ke.an-V is meant to signal that the affix is properly as circumfix, and not a simultaneous prefix/suffix.  Note that zero valent (46), monovalent (176) and bivalent roots (177) can all undergo this alternation.  </SPAN>",Coded,,Simplex
2537383264,indo1316,Thematic Adversative Passive,"<SPAN STYLE= """" >E ke.an-V T; In this alternation the verb is marked with the circumfix ke.an. Two arguments are specified, a theme and an experiencer. The action denoted is generally negative, something that the experiencer suffers or negatively undergoes. Unlike the adversative passive, however, the theme argument is expressed in this alternation.</SPAN>",Coded,,
2537388843,indo1316,Accidental Passive,"<SPAN STYLE= """" >P ke-V</SPAN>",Coded,,Simplex
2597386238,indo1316,Oblique subject Passive Applicative Ditransitive Agentive by-phrase,"<SPAN STYLE= """" >O di-V-in P ama A</SPAN>",Coded,,Complex
11229214737,indo1316,Intransitive alternation,"<SPAN STYLE= """" >Derives an intransitive frame from transitive and ditransitive verbs. </SPAN>",Uncoded,,Simplex
11229595746,indo1316,Transitive Alternation,"<SPAN STYLE= """" >A V P<BR>Ambitransitive alternation. An object is added to intransitive verbs. </SPAN>",Uncoded,,Simplex
11230050459,indo1316,Ditransitive Alternation,"<SPAN STYLE= """" >A V-in O P <BR>This alternation adds a recipient or benefactive argument.</SPAN>",Coded,,Simplex
2050992691,kore1280,Causative (morphological),"<SPAN STYLE= """" >This form of the causative comprises about nine different suffixes which appear mainly with intransitive and a few transitive verbs. The fact that this type of causative is built through suffixation has led to the present naming and has been applied in numerous sources such as Yeon (2003). O'Grady (1991) refers to this alternation as 'Lexical Causative', although  Sohn (1999: 374) uses this term to refer to inherently causative verbs that are not morphologically derived from retraceable base forms. <BR><BR>The productivity of this alternation seems to be quite reduced in modern Korean, as it can only be applied on a set of about 400-500 Native Korean verbs (O'Grady 1991: 154). Being lexicalised to a great extent, O'Grady (1991: 154) or Yeon (2003: 79) mention that a morphological causative verb form may have a meaning diverging from the verb's base form (see ex. 183, 120 or 155). A couple of morphological causative forms have been given here which have been found in an on-line dictionary, although they had not been known to me prior to this investigation (see ex. 245 or 278). Only transitive and intransitive verbs have morphological causative forms.<BR><BR>As the name suggests, a more or less striking difference between this type of causative and the periphrastic causative is that the latter type is a syntactically analytic construction. <BR><BR>The semantic differences between this type of causative and periphrastic causative constructions have been discussed in numerous publications (see e.g., O'Grady 1991: 154, 172, Sohn 1999: 376 or Yeon 2003: 83ff.). The more 'traditional' conceptualisation is that the causee in a morphological causative construction has little or no agency. Additionally, contrary to the periphrastic causative, this causative implies a direct impact on the thing or person affected by the causer (e.g., in English there is a slight difference between 'John turned the chair around' and 'John made the chair turn around').<BR><BR>As discussed in the comment field of the entry for </SPAN><SPAN STYLE= ""font-style:italic;"" >jugda</SPAN><SPAN STYLE= """" >, the distinction between what has been labelled as 'distant' and 'contact' causation by Yeon (2003: 83ff.) is by no means that regularly mappable onto the morphological and periphrastic causatives. For example, with verbs such as </SPAN><SPAN STYLE= ""font-style:italic;"" >kkeulhda</SPAN><SPAN STYLE= """" > 'boil' as in ex. 130 the referral to a distance vs. contact-based explanation is rather dissatisfying since the agent (who is typically animate) cannot make water boil in any (physically) 'direct' way. <BR><BR>Additionally, in many cases the periphrastic causative may include the meaning of both 'contact' and 'distant' causation, and in fact for a multiplicity of Korean verbs this is the only option to build a causative construction.<BR><BR>Moreover, what many sources rather tend to neglect is the fact that the construal of an action (and/or its result) may have an impact on the choice of a particular type of causative. It seems that whether one considers the result of an action or the action itself as more relevant to one's concerns - as vague as this intimation may sound to the reader here - can override the actual 'physical' realities of how an action has been carried out, that is, whether some result was caused directly or indirectly. See the comments on </SPAN><SPAN STYLE= ""font-style:italic;"" >jugida</SPAN><SPAN STYLE= """" > 'KILL' for more. <BR><BR>Causativised intransitive verbs have a NOM-ACC case pattern, and causativised transitive verbs have a NOM-DAT-ACC pattern. Note that ditransitive verbs do not have a morphological causaive form. Some morphological causative forms seem to be used as a compex predicate together with </SPAN><SPAN STYLE= ""font-style:italic;"" >juda</SPAN><SPAN STYLE= """" > 'give', although prescriptive sources do not acknowledge this fact enough (see ex. 206 or 250).</SPAN>",Coded,"NOM V > NOM-ACC V, NOM-ACC V > NOM-DAT-ACC V",Simplex
2051114391,kore1280,Causative (periphrastic),"<SPAN STYLE= """" >This causative can be formed by adding the suffix </SPAN><SPAN STYLE= ""font-style:italic;"" >-ge, </SPAN><SPAN STYLE= """" >converbal ending (see Haspelmath 1995) to the verb stem and using the auxiliary </SPAN><SPAN STYLE= ""font-style:italic;"" >hada</SPAN><SPAN STYLE= """" > 'do'. As opposed to what has been termed 'morphological causative' here, the causative meaning is expressed by analytic means. Standing in opposition to existing morphological forms which are not realised by multiple syntactic words, this construction can be identified as being periphrastic (see Brown et al. 2012 for more). <BR><BR>Its applicability shows a rather unclear pattern, since it seems to be almost fully productive, whereas on the other hand emotion verbs as </SPAN><SPAN STYLE= ""font-style:italic;"" >johda</SPAN><SPAN STYLE= """" > 'be good', </SPAN><SPAN STYLE= ""font-style:italic;"" >museobda </SPAN><SPAN STYLE= """" >'be scary' do not seem to take part in this alternation, unless these verbs undergo the hada-alternation. Following Yeon (2003:66ff.) on this, in the base form, a Korean emotion verb describes an emotion that is not accessible to external entities, but only to the experiencer, and Yeon concludes that the hada-transitivisation process brings about an 'externalisation' (Yeon 2003: 66) of such emotions. <BR><BR>As mentioned in the entry for the morphological causative, a lot of research has been done on the morphosyntactic and semantic-pragmatic differences of this construction to the periphrastic causative (see entry for the morphological causative for references, or also Lee and Ramsey 2000: 212-215), although research on these differences tend to suffer from a notorious desire to make a clear-cut distinction between these constructions on the one hand, and misconceptions on the nature of periphrastic verb forms on the other. <BR><BR>Especially the Korean periphrastic construction has attracted a great deal of attention regarding the issue of clausality in constructions involving multiple verbs, and various tests have been applied to show that the periphrastic causative involves the embedding of a clause into another that is headed by the auxiliary </SPAN><SPAN STYLE= ""font-style:italic;"" >hada </SPAN><SPAN STYLE= """" >(see Sohn 1999: 377 or Song 2005 for example, or O'Grady 1991: 188ff. making a finer distinction in biclausal and monoclausal periphrastic causative constructions). <BR><BR>The coding pattern in Korean periphrastic causative constructions has been discussed in Yeon (2003: 87) on the basis of Comrie (1981). Basically, an intransitive, monovalent verb will have NOM-ACC as its causative case frame, and a causativised transitive verb NOM-DAT-ACC. For causativised ditransitive verbs Yeon (2003: 88) claims that the causee is encoded in a postpositional phrase, although for someone who is mainly acquainted with spoken Korean I cannot support this claim. Rather I would say that the additional argument here is marked with accusative case.<BR><BR>Yeon (2003: 90ff.) indeed discusses cases that diverge from Comrie's generalisations, and several researchers (cf. O'Grady 1991: 171) have tried to show that the causee can be marked with nominative, dative or accusative case depending on the volitionality and agency that the causee retains. This is a claim that I can neither refute nor confirm, although I would like to remark here that in meany examples I have given here in this database I have noted that nominative and dative marking on the causee sound at best awkward to me. </SPAN>",Coded,"NOM V > NOM-ACC V, NOM-ACC V > NOM-DAT-ACC V, NOM-DAT-ACC V > NOM-ACC-DAT-ACC V",Complex
2051293681,kore1280,Benefactive Alternation,"<SPAN STYLE= """" >The benefactive alternation is a periphrasitically realised (see Brown et al. 2012) valency alternation of the applicative type where a verb's valency is augmented by one. It is generally used in situations where somebody does something for the benefit of someone else, or where someone does something on behalf of someone else (but again, for the benefit of this person). <BR><BR>Following Creissels (2010: 30/31) definition, such a 'benefactive applicative periphrasis' is an applicative alternation that licenses beneficiary roles in particular. As Creissels (2010: 35) further explains, a &quot;benefactive NP is licensed by a word that also occurs with a related meaning in constructions in which it clearly has the status of a verb.&quot;<BR><BR>Indeed, the benefactive periphrasis in Korean is built through a complex predicate that consists of a converb and the verb </SPAN><SPAN STYLE= ""font-style:italic;"" >juda</SPAN><SPAN STYLE= """" > 'give' (and its imperative and honorific counterparts which will not be discussed here, see Sohn 1999: 384ff.), which makes it structurally similar to other auxiliary verb constructions in Korean. In terms of the grammaticalisation of this biverbal construction as a monoclausal construction, Sohn (1999: 384) argues that </SPAN><SPAN STYLE= ""font-style:italic;"" >juda</SPAN><SPAN STYLE= """" > with its NOM-DAT-ACC coding frame has lost its ability to independently assign semantic roles, although his evidence cannot be regarded as providing the full picture. <BR><BR>The present dataset suggests that only transitive verbs with the coding frame NOM-ACC can undergo this alternation (but this might rather be due to the very narrow understanding of a syntactic benefactive alternation here, see discussion below), resulting in a NOM-DAT-ACC coding frame in the benefactive, and looking at ex. 306 one might assume that the ditransitive case frame alternates with a double accusative case frame. SING might be the only candidate to show that an intransitive verb can undergo this alternation as well, although syntactically it is not sure whether this verb is actually intransitive or not, due to its structural properties (see entry on SING). <BR><BR>When a complex predicate is built using </SPAN><SPAN STYLE= ""font-style:italic;"" >juda</SPAN><SPAN STYLE= """" >, three effects can be identified: 1. an overtly dative-marked NP can appear in the clause (COVER, CUT, TIE, POUR, CARRY, SEARCH) 2. an additional NP appears governed by the postposition </SPAN><SPAN STYLE= ""font-style:italic;"" >wihaeseo </SPAN><SPAN STYLE= """" >'for' or </SPAN><SPAN STYLE= ""font-style:italic;"" >daesin(haeseo)</SPAN><SPAN STYLE= """" > 'on behalf of' (EAT, WASH, RECEIVE among others) 3. there is no syntactic change, and neither a dative-marked NP nor a postpositional NP can appear. (HUG, WASH (bath) someone, SIT DOWN, HELP and practically all intransitive verbs). The last case is true with ditransitive verbs, and occurs with a lot of causative verbs that are not normally used on their own (see SHOW for example). Curiously however, for a decent number of the verbs in the present data set it seems that such a complex predicate with </SPAN><SPAN STYLE= ""font-style:italic;"" >juda</SPAN><SPAN STYLE= """" > is highly preferred in spoken usage as oppposed to the 'simple' form, and as a speaker who grew up with spoken Korean only, I have indicated that some verbs sound plain wrong without the verb </SPAN><SPAN STYLE= ""font-style:italic;"" >juda</SPAN><SPAN STYLE= """" > (see SHOW (visually) or HELP).<BR><BR>As you can see in the list of verbs, only a handful of verbs allows for an additional, dative-marked NP to appear in the clause when the benefactive alternation is applied. Creissels (2010: 49) discusses Shibatani's (2003: 282-3, see Creissels 2012 for references) idea's regarding an apparently very simialr observation made in Japanese, and argues that &quot;in Japanese, intransitive verbs, or transitive verbs whose object NP denotes an object that is not normally transferred to a beneficiary cannot occur in a BAP [benefactive applicative periphrasis] including an overtly expressed beneficiary&quot;. Shibatani (2003: 282-3, cited in Creissels 2010: 49) specifies this 'transferral' as a &quot;transfer of possessive control&quot; which is not necessarily the same as the transfer of an object.<BR><BR>Looking at the explanation above, one might understand better why even verbs such as TIE or CARRY can undergo a benefactive alternation in Korean, since objects are not transferred per se here, but rather the possessive control over an object. <BR><BR>However, most studies on benefactives in Korean reduce the description to a dichotomy where there are only complex predicate constructions involving </SPAN><SPAN STYLE= ""font-style:italic;"" >juda</SPAN><SPAN STYLE= """" > that either allow for an overtly expressed dative NP or not. As mentioned above, an apparently much more frequent possibility is expressing the beneficiary in a postpositional phrase (see ex. 176), or not expressing the beneficiary at all. For the latter case, I have included some examples which have been linked to verbs which have been checked for 'never' regarding this alternation.<BR><BR>Examples such as ex. 349 might be a hint towards a differentiation between a 'semantic' benefactive applicative periphrasis and a 'syntactic' one in terms of the actual correspondence between syntactic exponence and semantic content of an expression. Obviously, I can only 'nudge' to spark some criticism and elucidation here, and would be grateful if the present discussion could lead to research that focuses on this construction alone. The only paper in English that I know of is Shibatani (1994, focusing on semantic valency properties and their comparison between Japanese and Korean), and a much more detailed investigation is desirable. </SPAN>",Coded,NOM-ACC V > NOM-DAT-ACC V+'give',Complex
2051376813,kore1280,Reciprocal Alternation,"<SPAN STYLE= """" >This type of coding pattern alternation pertains to a few verbs that have a reciprocal meaning, for example </SPAN><SPAN STYLE= ""font-style:italic;"" >mannada</SPAN><SPAN STYLE= """" > 'MEET' and </SPAN><SPAN STYLE= ""font-style:italic;"" >iyagihada</SPAN><SPAN STYLE= """" > 'TALK'. </SPAN><SPAN STYLE= ""font-style:italic;"" >anda</SPAN><SPAN STYLE= """" > 'HUG' is an ambiguous case where people do not have to carry out an action in a reciprocal manner.  <BR><BR>In general, for the verbs above, a NOM-ACC case pattern alternates with a NOM-COM case pattern. The order of NPs from ex. 121 to shows that the comitative-marked argument does not seem to be embedded into the NP of the nominative-marked argument, speaking for a 'true' reciprocal alternation as opposed to ex. 124.<BR><BR>Cases such as ex. 295 (with the verb </SPAN><SPAN STYLE= ""font-style:italic;"" >nolda</SPAN><SPAN STYLE= """" > 'PLAY') could be seen as reciprocal alternations as well, although here there is no alternation of two coding patterns, but rather the comitative-marked NP seems to be an optional adjunct.</SPAN>",Uncoded,X-nom Y-acc V > X-nom Y-com V,
3688504927,kore1280,Passive (morphological),"<SPAN STYLE= """" >Similarly to morphological causatives, a verb which undergoes this alternation is suffixed with a small set of different, partly phonologically, and partly lexically determined suffixes (see Yeon 2003: 109, for example, or Lee and Ramsey 2000: 206ff.).<BR><BR>The morphology of this type of passive formation is not productive anymore (Lee and Ramsey 2000: 207), and restricted to a few predicates of mostly native Korean origin. Other types of verbs, for example complex </SPAN><SPAN STYLE= ""font-style:italic;"" >hada</SPAN><SPAN STYLE= """" > predicates simply exchange  the verb </SPAN><SPAN STYLE= ""font-style:italic;"" >hada</SPAN><SPAN STYLE= """" > with another verb such as </SPAN><SPAN STYLE= ""font-style:italic;"" >tanghada</SPAN><SPAN STYLE= """" > 'be affected by something'. The later type of 'passive' formation has not been included in this database here (see O'Grady 1991: 48 or Yeon 2003: 108, for example).<BR><BR>As Lee and Ramsey (2000: 208) describe, the rather high degree of lexicalisation of the morphological passive in Korean has sometimes brought along changes in a verb's meaning. These meaning changes have been mentioned in a couple of verb entries, and in the case of HEAR it has been included as a separate entry. Moreover, this lexicalisation has brought along apparent passive forms that do not have any active counterparts anymore (see Yeon 2003: 103). <BR><BR>In a passive clause, the accusative-marked NP of a former transitive verb is marked with nominative and is granted subject status. It is less obvious what happens with the former nominative-marked NP, however. With a passive verb it either seems to be inexpressible or can be expressed with dative-marking (or locative marking on inanimate nouns) on the NP, or through the postposition </SPAN><SPAN STYLE= ""font-style:italic;"" >euhaeseo</SPAN><SPAN STYLE= """" > 'by' which governs locative case, with the latter possibility sounding rather stilted in spoken usage. Lee and Ramsey (2000: 207) state that the presence of a locative or instrumental-marked NP in a clause forces the agent NP to be expressed in a postpositional phrase.<BR><BR>According to several researchers (Yeon 2003: 109 or Lee and Ramsey 2000: 208) this alternation does not apply to ditransitive verbs, to verbs of sensation, cognition and emotion, verbs which have reciprocal meaning and as a more morphologically motivated feature, verbs whose stems end with </SPAN><SPAN STYLE= ""font-style:italic;"" >-i</SPAN><SPAN STYLE= """" >. Among verbs with the coding pattern NOM-ACC, HELP for example cannot undergo mopological passive. Researchers that discuss this alternation do not mention the possibility of arguing that the morphological passive applies to verbs which the argument structure &lt;agent, patient&gt; only, where the patient role implies high affectedness. Admittedly though this suggestion does not work for all of the verbs, since NAME for example has a morphological passive form although the 'patient' is not really highly affected. <BR><BR></SPAN>",Coded,NOM-ACC V > NOM DAT/PostpP V,
